,Year,County,State,Zip code,latitude,longitude,Plant Hardiness Zone,Corn Acres Harvested,Sales ($),CV,State ANSI,Ag District,Ag District Code,Concatenated
179,2012,GENTRY,MISSOURI,64402,40.24,-94.33,5b,27579.0,12707000,3.1,29,NORTHWEST,10,GENTRYMISSOURI2012
180,2012,HARRISON,MISSOURI,64424,40.26,-94.02,5b,66350.0,23352000,3.1,29,NORTHWEST,10,HARRISONMISSOURI2012
181,2012,HOLT,MISSOURI,64437,40.19,-95.37,5b,68943.0,49750000,3.1,29,NORTHWEST,10,HOLTMISSOURI2012
182,2012,NODAWAY,MISSOURI,64423,40.17,-94.82,5b,101037.0,57643000,3.1,29,NORTHWEST,10,NODAWAYMISSOURI2012
183,2012,PLATTE,MISSOURI,64018,39.45,-94.74,5b,29420.0,16322000,3.1,29,NORTHWEST,10,PLATTEMISSOURI2012
184,2012,RAY,MISSOURI,64017,39.2,-94.01,6a,41958.0,22605000,3.1,29,NORTHWEST,10,RAYMISSOURI2012
185,2012,WORTH,MISSOURI,64420,40.49,-94.29,5b,11780.0,0,3.1,29,NORTHWEST,10,WORTHMISSOURI2012
186,2012,BOLLINGER,MISSOURI,63662,37.53,-90.05,6b,7857.0,3495000,3.1,29,SOUTH CENTRAL,80,BOLLINGERMISSOURI2012
187,2012,DENT,MISSOURI,65440,37.64,-91.18,6a,160.0,0,3.1,29,SOUTH CENTRAL,80,DENTMISSOURI2012
188,2012,HOWELL,MISSOURI,65548,36.99,-91.69,6b,413.0,115000,3.1,29,SOUTH CENTRAL,80,HOWELLMISSOURI2012
189,2012,MADISON,MISSOURI,63645,37.56,-90.29,6a,248.0,30000,3.1,29,SOUTH CENTRAL,80,MADISONMISSOURI2012
190,2012,RIPLEY,MISSOURI,63931,36.64,-90.96,6b,2635.0,1493000,3.1,29,SOUTH CENTRAL,80,RIPLEYMISSOURI2012
191,2012,TEXAS,MISSOURI,65444,37.34,-92.01,6a,374.0,257000,3.1,29,SOUTH CENTRAL,80,TEXASMISSOURI2012
192,2012,WAYNE,MISSOURI,63632,37.29,-90.27,6b,915.0,375000,3.1,29,SOUTH CENTRAL,80,WAYNEMISSOURI2012
193,2012,WEBSTER,MISSOURI,65636,37.17,-92.85,6b,869.0,744000,3.1,29,SOUTH CENTRAL,80,WEBSTERMISSOURI2012
194,2012,BUTLER,MISSOURI,63901,36.76,-90.4,7a,27899.0,22883000,3.1,29,SOUTHEAST,90,BUTLERMISSOURI2012
195,2012,CAPE GIRARDEAU,MISSOURI,63701,37.34,-89.57,6b,36084.0,17541000,3.1,29,SOUTHEAST,90,CAPEGIRARDEAUMISSOURI2012
196,2012,DUNKLIN,MISSOURI,63821,36.05,-90.24,7b,21203.0,20846000,3.1,29,SOUTHEAST,90,DUNKLINMISSOURI2012
197,2012,MISSISSIPPI,MISSOURI,63820,36.82,-89.32,7a,73177.0,58357000,3.1,29,SOUTHEAST,90,MISSISSIPPIMISSOURI2012
198,2012,NEW MADRID,MISSOURI,63828,36.75,-89.69,7a,67972.0,62877000,3.1,29,SOUTHEAST,90,NEWMADRIDMISSOURI2012
199,2012,PEMISCOT,MISSOURI,63826,36.17,-89.84,7a,31723.0,29760000,3.1,29,SOUTHEAST,90,PEMISCOTMISSOURI2012
200,2012,SCOTT,MISSOURI,63736,37.09,-89.56,7a,65848.0,57421000,3.1,29,SOUTHEAST,90,SCOTTMISSOURI2012
201,2012,STODDARD,MISSOURI,63730,37.1,-89.91,6b,88824.0,79935000,3.1,29,SOUTHEAST,90,STODDARDMISSOURI2012
202,2012,BARRY,MISSOURI,64874,36.76,-94.05,6b,7685.0,1993000,3.1,29,SOUTHWEST,70,BARRYMISSOURI2012
203,2012,BARTON,MISSOURI,64748,37.39,-94.09,6b,57156.0,22981000,3.1,29,SOUTHWEST,70,BARTONMISSOURI2012
204,2012,DADE,MISSOURI,65603,37.54,-93.87,6b,13234.0,7074000,3.1,29,SOUTHWEST,70,DADEMISSOURI2012
205,2012,GREENE,MISSOURI,65604,37.31,-93.58,6b,1369.0,692000,3.1,29,SOUTHWEST,70,GREENEMISSOURI2012
206,2012,JASPER,MISSOURI,64755,37.33,-94.3,6b,20908.0,7272000,3.1,29,SOUTHWEST,70,JASPERMISSOURI2012
207,2012,LAWRENCE,MISSOURI,64848,37.14,-94.06,6b,8213.0,2620000,3.1,29,SOUTHWEST,70,LAWRENCEMISSOURI2012
208,2012,MCDONALD,MISSOURI,64831,36.65,-94.44,6b,695.0,347000,3.1,29,SOUTHWEST,70,MCDONALDMISSOURI2012
209,2012,NEWTON,MISSOURI,64840,36.99,-94.31,6b,10740.0,6781000,3.1,29,SOUTHWEST,70,NEWTONMISSOURI2012
210,2012,STONE,MISSOURI,65611,36.55,-93.37,6b,2335.0,873000,3.1,29,SOUTHWEST,70,STONEMISSOURI2012
211,2012,BATES,MISSOURI,64720,38.39,-94.35,6a,62802.0,18597000,3.1,29,WEST,40,BATESMISSOURI2012
212,2012,CASS,MISSOURI,64012,38.81,-94.53,6a,39447.0,13457000,3.1,29,WEST,40,CASSMISSOURI2012
213,2012,CEDAR,MISSOURI,64744,37.86,-94.01,6b,4995.0,1480000,3.1,29,WEST,40,CEDARMISSOURI2012
214,2012,HENRY,MISSOURI,64726,38.55,-93.95,6a,24227.0,5052000,3.1,29,WEST,40,HENRYMISSOURI2012
215,2012,JACKSON,MISSOURI,64002,38.91,-94.38,6a,19042.0,7888000,3.1,29,WEST,40,JACKSONMISSOURI2012
216,2012,JOHNSON,MISSOURI,64019,38.74,-93.84,6a,38669.0,13176000,3.1,29,WEST,40,JOHNSONMISSOURI2012
217,2012,LAFAYETTE,MISSOURI,64001,39.09,-93.54,6a,96469.0,51927000,3.1,29,WEST,40,LAFAYETTEMISSOURI2012
218,2012,ST CLAIR,MISSOURI,64724,38.19,-94.03,6a,10086.0,2369000,3.1,29,WEST,40,SAINTCLAIRMISSOURI2012
219,2012,VERNON,MISSOURI,64728,37.69,-94.46,6b,55041.0,22014000,3.1,29,WEST,40,VERNONMISSOURI2012
220,2012,DE WITT,ILLINOIS,61727,40.15,-88.96,5b,92361.0,79875000,3.9,17,CENTRAL,40,DEWITTILLINOIS2012
221,2012,LOGAN,ILLINOIS,61723,40.26,-89.23,5b,196772.0,143089000,3.9,17,CENTRAL,40,LOGANILLINOIS2012
222,2012,MACON,ILLINOIS,61756,40.03,-88.95,5b,183873.0,125136000,3.9,17,CENTRAL,40,MACONILLINOIS2012
223,2012,MARSHALL,ILLINOIS,61369,41.0,-89.13,5b,108887.0,87625000,3.9,17,CENTRAL,40,MARSHALLILLINOIS2012
224,2012,MASON,ILLINOIS,61532,40.37,-89.83,5b,138133.0,107810000,3.9,17,CENTRAL,40,MASONILLINOIS2012
225,2012,MCLEAN,ILLINOIS,61701,40.47,-88.97,5b,347414.0,250132000,3.9,17,CENTRAL,40,MCLEANILLINOIS2012
226,2012,MENARD,ILLINOIS,62613,39.96,-89.72,5b,72766.0,47379000,3.9,17,CENTRAL,40,MENARDILLINOIS2012
227,2012,PEORIA,ILLINOIS,61451,40.94,-89.94,5b,111660.0,101235000,3.9,17,CENTRAL,40,PEORIAILLINOIS2012
228,2012,STARK,ILLINOIS,61421,41.17,-89.65,5b,93613.0,81445000,3.9,17,CENTRAL,40,STARKILLINOIS2012
229,2012,TAZEWELL,ILLINOIS,61534,40.4,-89.64,5b,166093.0,146730000,3.9,17,CENTRAL,40,TAZEWELLILLINOIS2012
230,2012,WOODFORD,ILLINOIS,61516,40.85,-89.12,5b,167923.0,116479000,3.9,17,CENTRAL,40,WOODFORDILLINOIS2012
231,2012,CHAMPAIGN,ILLINOIS,60949,40.38,-88.12,5b,307469.0,231364000,3.9,17,EAST,50,CHAMPAIGNILLINOIS2012
232,2012,FORD,ILLINOIS,60919,40.99,-88.2,5b,159490.0,84018000,3.9,17,EAST,50,FORDILLINOIS2012
233,2012,IROQUOIS,ILLINOIS,60911,40.87,-87.95,5b,353558.0,277314000,3.9,17,EAST,50,IROQUOISILLINOIS2012
234,2012,KANKAKEE,ILLINOIS,60901,41.11,-87.86,5b,193808.0,141390000,3.9,17,EAST,50,KANKAKEEILLINOIS2012
235,2012,LIVINGSTON,ILLINOIS,60420,41.09,-88.42,5b,323873.0,177654000,3.9,17,EAST,50,LIVINGSTONILLINOIS2012
236,2012,PIATT,ILLINOIS,61813,39.92,-88.57,5b,135596.0,112473000,3.9,17,EAST,50,PIATTILLINOIS2012
237,2012,VERMILION,ILLINOIS,60932,40.47,-87.8,5b,208995.0,150643000,3.9,17,EAST,50,VERMILIONILLINOIS2012
238,2012,CLARK,ILLINOIS,62420,39.3,-87.98,6a,111138.0,39428000,3.9,17,EAST SOUTHEAST,70,CLARKILLINOIS2012
239,2012,CLAY,ILLINOIS,62434,38.84,-88.31,6a,91706.0,13205000,3.9,17,EAST SOUTHEAST,70,CLAYILLINOIS2012
240,2012,COLES,ILLINOIS,61912,39.53,-88.02,6a,123546.0,70055000,3.9,17,EAST SOUTHEAST,70,COLESILLINOIS2012
241,2012,CRAWFORD,ILLINOIS,62413,39.15,-87.81,6a,83581.0,21703000,3.9,17,EAST SOUTHEAST,70,CRAWFORDILLINOIS2012
242,2012,CUMBERLAND,ILLINOIS,62428,39.24,-88.15,6a,62820.0,15587000,3.9,17,EAST SOUTHEAST,70,CUMBERLANDILLINOIS2012
243,2012,DOUGLAS,ILLINOIS,61910,39.68,-88.3,6a,124637.0,78283000,3.9,17,EAST SOUTHEAST,70,DOUGLASILLINOIS2012
244,2012,EDGAR,ILLINOIS,61917,39.71,-87.93,6a,167923.0,100706000,3.9,17,EAST SOUTHEAST,70,EDGARILLINOIS2012
245,2012,EFFINGHAM,ILLINOIS,62401,39.11,-88.55,6a,103705.0,24656000,3.9,17,EAST SOUTHEAST,70,EFFINGHAMILLINOIS2012
246,2012,FAYETTE,ILLINOIS,62011,39.11,-89.21,6a,100728.0,23023000,3.9,17,EAST SOUTHEAST,70,FAYETTEILLINOIS2012
247,2012,JASPER,ILLINOIS,62432,39.15,-88.15,6a,92914.0,20552000,3.9,17,EAST SOUTHEAST,70,JASPERILLINOIS2012
248,2012,LAWRENCE,ILLINOIS,62417,38.71,-87.75,6a,75359.0,30992000,3.9,17,EAST SOUTHEAST,70,LAWRENCEILLINOIS2012
249,2012,MARION,ILLINOIS,62801,38.52,-89.12,6a,72345.0,11011000,3.9,17,EAST SOUTHEAST,70,MARIONILLINOIS2012
250,2012,MOULTRIE,ILLINOIS,61914,39.64,-88.74,6a,108749.0,80442000,3.9,17,EAST SOUTHEAST,70,MOULTRIEILLINOIS2012
251,2012,RICHLAND,ILLINOIS,62419,38.65,-88.04,6a,57067.0,14120000,3.9,17,EAST SOUTHEAST,70,RICHLANDILLINOIS2012
252,2012,SHELBY,ILLINOIS,61957,39.43,-88.59,6a,181305.0,83873000,3.9,17,EAST SOUTHEAST,70,SHELBYILLINOIS2012
253,2012,BOONE,ILLINOIS,61008,42.25,-88.84,5b,76244.0,56437000,3.9,17,NORTHEAST,20,BOONEILLINOIS2012
254,2012,DE KALB,ILLINOIS,60111,42.02,-88.84,5b,257487.0,249297000,3.9,17,NORTHEAST,20,DEKALBILLINOIS2012
255,2012,GRUNDY,ILLINOIS,60407,41.22,-88.26,5b,110647.0,72323000,3.9,17,NORTHEAST,20,GRUNDYILLINOIS2012
256,2012,KANE,ILLINOIS,60109,42.05,-88.54,5b,91877.0,77615000,3.9,17,NORTHEAST,20,KANEILLINOIS2012
257,2012,KENDALL,ILLINOIS,60512,41.7,-88.44,5b,73528.0,47065000,3.9,17,NORTHEAST,20,KENDALLILLINOIS2012
258,2012,LA SALLE,ILLINOIS,60470,41.15,-88.65,5b,338230.0,294001000,3.9,17,NORTHEAST,20,LASALLEILLINOIS2012
259,2012,LAKE,ILLINOIS,60002,42.47,-88.07,5b,7988.0,6116000,3.9,17,NORTHEAST,20,LAKEILLINOIS2012
260,2012,MCHENRY,ILLINOIS,60001,42.45,-88.53,5b,123654.0,92533000,3.9,17,NORTHEAST,20,MCHENRYILLINOIS2012
261,2012,WILL,ILLINOIS,60401,41.34,-87.61,5b,104785.0,79341000,3.9,17,NORTHEAST,20,WILLILLINOIS2012
262,2012,BUREAU,ILLINOIS,61312,41.47,-89.24,5b,270914.0,254307000,3.9,17,NORTHWEST,10,BUREAUILLINOIS2012
263,2012,CARROLL,ILLINOIS,61014,42.01,-89.88,5a,149056.0,143193000,3.9,17,NORTHWEST,10,CARROLLILLINOIS2012
264,2012,HENRY,ILLINOIS,61233,41.29,-90.29,5b,252336.0,214440000,3.9,17,NORTHWEST,10,HENRYILLINOIS2012
265,2012,JO DAVIESS,ILLINOIS,61001,42.5,-90.09,5a,96488.0,60961000,3.9,17,NORTHWEST,10,JODAVIESSILLINOIS2012
266,2012,LEE,ILLINOIS,60530,41.79,-88.94,5a,247886.0,248384000,3.9,17,NORTHWEST,10,LEEILLINOIS2012
267,2012,MERCER,ILLINOIS,61231,41.19,-90.74,5b,115805.0,121697000,3.9,17,NORTHWEST,10,MERCERILLINOIS2012
268,2012,OGLE,ILLINOIS,60113,41.93,-88.96,5a,232584.0,193290000,3.9,17,NORTHWEST,10,OGLEILLINOIS2012
269,2012,PUTNAM,ILLINOIS,61326,41.26,-89.22,5b,30389.0,27455000,3.9,17,NORTHWEST,10,PUTNAMILLINOIS2012
270,2012,ROCK ISLAND,ILLINOIS,61201,41.47,-90.58,5b,62174.0,60362000,3.9,17,NORTHWEST,10,ROCKISLANDILLINOIS2012
271,2012,STEPHENSON,ILLINOIS,61013,42.37,-89.64,5a,191694.0,134173000,3.9,17,NORTHWEST,10,STEPHENSONILLINOIS2012
272,2012,WHITESIDE,ILLINOIS,61037,41.79,-89.76,5b,265697.0,281214000,3.9,17,NORTHWEST,10,WHITESIDEILLINOIS2012
273,2012,WINNEBAGO,ILLINOIS,61016,42.24,-88.96,5b,90433.0,55415000,3.9,17,NORTHWEST,10,WINNEBAGOILLINOIS2012
274,2012,EDWARDS,ILLINOIS,62476,38.52,-88.0,6a,35287.0,9650000,3.9,17,SOUTHEAST,90,EDWARDSILLINOIS2012
276,2012,GALLATIN,ILLINOIS,62867,37.9,-88.12,6b,95783.0,52794000,3.9,17,SOUTHEAST,90,GALLATINILLINOIS2012
277,2012,HAMILTON,ILLINOIS,62817,37.93,-88.46,6b,69790.0,16069000,3.9,17,SOUTHEAST,90,HAMILTONILLINOIS2012
278,2012,HARDIN,ILLINOIS,62919,37.52,-88.14,6b,3777.0,0,3.9,17,SOUTHEAST,90,HARDINILLINOIS2012
279,2012,JEFFERSON,ILLINOIS,62810,38.23,-88.73,6b,42747.0,10859000,3.9,17,SOUTHEAST,90,JEFFERSONILLINOIS2012
280,2012,MASSAC,ILLINOIS,62908,37.32,-88.94,6b,29086.0,13421000,3.9,17,SOUTHEAST,90,MASSACILLINOIS2012
281,2012,POPE,ILLINOIS,62928,37.5,-88.58,6b,9853.0,3904000,3.9,17,SOUTHEAST,90,POPEILLINOIS2012
282,2012,SALINE,ILLINOIS,62917,37.65,-88.61,6b,48332.0,14846000,3.9,17,SOUTHEAST,90,SALINEILLINOIS2012
283,2012,WABASH,ILLINOIS,62410,38.52,-87.71,6a,44372.0,15491000,3.9,17,SOUTHEAST,90,WABASHILLINOIS2012
284,2012,WAYNE,ILLINOIS,62446,38.51,-88.23,6a,109748.0,33469000,3.9,17,SOUTHEAST,90,WAYNEILLINOIS2012
285,2012,WHITE,ILLINOIS,62820,38.25,-88.25,6b,119842.0,53950000,3.9,17,SOUTHEAST,90,WHITEILLINOIS2012
286,2012,ALEXANDER,ILLINOIS,62914,36.99,-89.17,7a,11833.0,6728000,3.9,17,SOUTHWEST,80,ALEXANDERILLINOIS2012
287,2012,CLINTON,ILLINOIS,62215,38.54,-89.61,6b,98864.0,26917000,3.9,17,SOUTHWEST,80,CLINTONILLINOIS2012
288,2012,JACKSON,ILLINOIS,62901,37.72,-89.21,6b,44194.0,13301000,3.9,17,SOUTHWEST,80,JACKSONILLINOIS2012
289,2012,JOHNSON,ILLINOIS,62909,37.36,-89.0,6b,8300.0,1881000,3.9,17,SOUTHWEST,80,JOHNSONILLINOIS2012
290,2012,MONROE,ILLINOIS,62236,38.45,-90.22,6b,61810.0,29653000,3.9,17,SOUTHWEST,80,MONROEILLINOIS2012
291,2012,PERRY,ILLINOIS,62238,38.03,-89.56,6b,47719.0,6838000,3.9,17,SOUTHWEST,80,PERRYILLINOIS2012
292,2012,PULASKI,ILLINOIS,62941,37.25,-89.01,6b,21487.0,11444000,3.9,17,SOUTHWEST,80,PULASKIILLINOIS2012
293,2012,RANDOLPH,ILLINOIS,62217,38.18,-89.84,6b,74418.0,21880000,3.9,17,SOUTHWEST,80,RANDOLPHILLINOIS2012
294,2012,ST CLAIR,ILLINOIS,62059,38.66,-90.17,6b,98610.0,36180000,3.9,17,SOUTHWEST,80,SAINTCLAIRILLINOIS2012
295,2012,UNION,ILLINOIS,62905,37.56,-89.37,6b,16800.0,7529000,3.9,17,SOUTHWEST,80,UNIONILLINOIS2012
296,2012,WASHINGTON,ILLINOIS,62214,38.39,-89.48,6b,120019.0,19678000,3.9,17,SOUTHWEST,80,WASHINGTONILLINOIS2012
297,2012,WILLIAMSON,ILLINOIS,62841,37.86,-89.0,6b,19522.0,4658000,3.9,17,SOUTHWEST,80,WILLIAMSONILLINOIS2012
298,2012,ADAMS,ILLINOIS,62301,39.93,-91.38,6a,145112.0,70882000,3.9,17,WEST,30,ADAMSILLINOIS2012
299,2012,BROWN,ILLINOIS,62353,39.98,-90.76,5b,38111.0,19466000,3.9,17,WEST,30,BROWNILLINOIS2012
300,2012,FULTON,ILLINOIS,61415,40.66,-90.43,5b,143430.0,97587000,3.9,17,WEST,30,FULTONILLINOIS2012
301,2012,HANCOCK,ILLINOIS,61450,40.58,-90.97,5b,157550.0,130213000,3.9,17,WEST,30,HANCOCKILLINOIS2012
302,2012,HENDERSON,ILLINOIS,61418,40.85,-90.86,5b,82391.0,85148000,3.9,17,WEST,30,HENDERSONILLINOIS2012
303,2012,KNOX,ILLINOIS,61401,40.95,-90.37,5b,160220.0,157917000,3.9,17,WEST,30,KNOXILLINOIS2012
304,2012,MCDONOUGH,ILLINOIS,61411,40.41,-90.5,5b,133376.0,116587000,3.9,17,WEST,30,MCDONOUGHILLINOIS2012
305,2012,SCHUYLER,ILLINOIS,61452,40.23,-90.62,5b,62082.0,30026000,3.9,17,WEST,30,SCHUYLERILLINOIS2012
306,2012,WARREN,ILLINOIS,61412,41.06,-90.55,5b,187193.0,159250000,3.9,17,WEST,30,WARRENILLINOIS2012
307,2012,BOND,ILLINOIS,62086,39.0,-89.57,6a,76036.0,13152000,3.9,17,WEST SOUTHWEST,60,BONDILLINOIS2012
308,2012,CALHOUN,ILLINOIS,62006,39.03,-90.65,6a,21883.0,12299000,3.9,17,WEST SOUTHWEST,60,CALHOUNILLINOIS2012
309,2012,CASS,ILLINOIS,62611,39.87,-90.37,6a,87248.0,70276000,3.9,17,WEST SOUTHWEST,60,CASSILLINOIS2012
310,2012,CHRISTIAN,ILLINOIS,62083,39.35,-89.2,6a,190354.0,155133000,3.9,17,WEST SOUTHWEST,60,CHRISTIANILLINOIS2012
311,2012,GREENE,ILLINOIS,62016,39.29,-90.41,6a,118915.0,84513000,3.9,17,WEST SOUTHWEST,60,GREENEILLINOIS2012
312,2012,JERSEY,ILLINOIS,62022,39.0,-90.33,6a,69248.0,36673000,3.9,17,WEST SOUTHWEST,60,JERSEYILLINOIS2012
313,2012,MACOUPIN,ILLINOIS,62009,39.09,-89.8,6a,220412.0,110547000,3.9,17,WEST SOUTHWEST,60,MACOUPINILLINOIS2012
314,2012,MADISON,ILLINOIS,62001,38.88,-89.73,6a,116881.0,43777000,3.9,17,WEST SOUTHWEST,60,MADISONILLINOIS2012
315,2012,MONTGOMERY,ILLINOIS,62015,39.22,-89.54,6a,180222.0,91466000,3.9,17,WEST SOUTHWEST,60,MONTGOMERYILLINOIS2012
316,2012,MORGAN,ILLINOIS,62601,39.71,-90.05,6a,152676.0,111178000,3.9,17,WEST SOUTHWEST,60,MORGANILLINOIS2012
317,2012,PIKE,ILLINOIS,62312,39.69,-91.03,6a,161914.0,89572000,3.9,17,WEST SOUTHWEST,60,PIKEILLINOIS2012
318,2012,SANGAMON,ILLINOIS,62515,39.84,-89.4,6a,299436.0,239940000,3.9,17,WEST SOUTHWEST,60,SANGAMONILLINOIS2012
319,2012,SCOTT,ILLINOIS,62610,39.56,-90.43,6a,63223.0,45956000,3.9,17,WEST SOUTHWEST,60,SCOTTILLINOIS2012
320,2012,CLARE,MICHIGAN,48617,43.82,-84.76,5b,3474.0,2472000,5.1,26,CENTRAL,50,CLAREMICHIGAN2012
321,2012,GLADWIN,MICHIGAN,48612,43.88,-84.48,5b,6787.0,4973000,5.1,26,CENTRAL,50,GLADWINMICHIGAN2012
322,2012,GRATIOT,MICHIGAN,48615,43.4,-84.47,5b,91299.0,97721000,5.1,26,CENTRAL,50,GRATIOTMICHIGAN2012
323,2012,ISABELLA,MICHIGAN,48804,43.59,-84.77,5b,34126.0,32566000,5.1,26,CENTRAL,50,ISABELLAMICHIGAN2012
324,2012,MECOSTA,MICHIGAN,49305,43.74,-85.14,5a,26314.0,19856000,5.1,26,CENTRAL,50,MECOSTAMICHIGAN2012
325,2012,MIDLAND,MICHIGAN,48618,43.75,-84.58,5b,23804.0,23459000,5.1,26,CENTRAL,50,MIDLANDMICHIGAN2012
326,2012,MONTCALM,MICHIGAN,48811,43.17,-84.84,5b,62334.0,56496000,5.1,26,CENTRAL,50,MONTCALMMICHIGAN2012
327,2012,OSCEOLA,MICHIGAN,49631,43.9,-85.27,5a,8331.0,5490000,5.1,26,CENTRAL,50,OSCEOLAMICHIGAN2012
328,2012,ARENAC,MICHIGAN,48658,43.98,-83.96,5b,13279.0,12032000,5.1,26,EAST CENTRAL,60,ARENACMICHIGAN2012
329,2012,BAY,MICHIGAN,48611,43.6,-84.07,6a,62105.0,60344000,5.1,26,EAST CENTRAL,60,BAYMICHIGAN2012
330,2012,HURON,MICHIGAN,48413,43.8,-82.99,6a,102168.0,109761000,5.1,26,EAST CENTRAL,60,HURONMICHIGAN2012
331,2012,SAGINAW,MICHIGAN,48415,43.25,-83.79,6a,101166.0,94152000,5.1,26,EAST CENTRAL,60,SAGINAWMICHIGAN2012
332,2012,SANILAC,MICHIGAN,48401,43.35,-82.63,6a,101843.0,100677000,5.1,26,EAST CENTRAL,60,SANILACMICHIGAN2012
333,2012,TUSCOLA,MICHIGAN,48435,43.25,-83.37,5b,88716.0,91975000,5.1,26,EAST CENTRAL,60,TUSCOLAMICHIGAN2012
334,2012,ALCONA,MICHIGAN,48705,44.68,-83.6,5a,3248.0,1723000,5.1,26,NORTHEAST,30,ALCONAMICHIGAN2012
335,2012,ALPENA,MICHIGAN,49707,45.07,-83.43,5b,5304.0,3231000,5.1,26,NORTHEAST,30,ALPENAMICHIGAN2012
336,2012,CHEBOYGAN,MICHIGAN,49705,45.31,-84.45,4b,829.0,460000,5.1,26,NORTHEAST,30,CHEBOYGANMICHIGAN2012
337,2012,CRAWFORD,MICHIGAN,49733,44.78,-84.73,4b,41.0,15000,5.1,26,NORTHEAST,30,CRAWFORDMICHIGAN2012
338,2012,IOSCO,MICHIGAN,48730,44.28,-83.48,5b,4075.0,2972000,5.1,26,NORTHEAST,30,IOSCOMICHIGAN2012
339,2012,MONTMORENCY,MICHIGAN,49709,45.0,-84.15,4b,1515.0,1001000,5.1,26,NORTHEAST,30,MONTMORENCYMICHIGAN2012
340,2012,OGEMAW,MICHIGAN,48610,44.11,-84.11,5a,9283.0,6593000,5.1,26,NORTHEAST,30,OGEMAWMICHIGAN2012
341,2012,OSCODA,MICHIGAN,48619,44.8,-84.05,4b,614.0,0,5.1,26,NORTHEAST,30,OSCODAMICHIGAN2012
342,2012,OTSEGO,MICHIGAN,49734,45.02,-84.67,5a,1080.0,499000,5.1,26,NORTHEAST,30,OTSEGOMICHIGAN2012
343,2012,PRESQUE ISLE,MICHIGAN,49743,45.3,-83.9,5b,5027.0,4072000,5.1,26,NORTHEAST,30,PRESQUEISLEMICHIGAN2012
344,2012,ANTRIM,MICHIGAN,49611,44.97,-84.97,5a,3607.0,2120000,5.1,26,NORTHWEST,20,ANTRIMMICHIGAN2012
345,2012,BENZIE,MICHIGAN,49616,44.61,-86.09,6a,1720.0,385000,5.1,26,NORTHWEST,20,BENZIEMICHIGAN2012
346,2012,CHARLEVOIX,MICHIGAN,49711,45.34,-85.15,5b,3029.0,1824000,5.1,26,NORTHWEST,20,CHARLEVOIXMICHIGAN2012
347,2012,EMMET,MICHIGAN,49701,45.77,-84.74,5a,816.0,637000,5.1,26,NORTHWEST,20,EMMETMICHIGAN2012
348,2012,GRAND TRAVERSE,MICHIGAN,49610,44.76,-85.48,5b,7401.0,3337000,5.1,26,NORTHWEST,20,GRANDTRAVERSEMICHIGAN2012
349,2012,KALKASKA,MICHIGAN,49633,44.57,-85.35,5a,1099.0,737000,5.1,26,NORTHWEST,20,KALKASKAMICHIGAN2012
350,2012,LEELANAU,MICHIGAN,49621,44.85,-85.8,6a,2434.0,656000,5.1,26,NORTHWEST,20,LEELANAUMICHIGAN2012
351,2012,MANISTEE,MICHIGAN,49613,44.51,-86.23,6b,3937.0,1588000,5.1,26,NORTHWEST,20,MANISTEEMICHIGAN2012
352,2012,MISSAUKEE,MICHIGAN,49632,44.25,-85.08,5a,9180.0,9861000,5.1,26,NORTHWEST,20,MISSAUKEEMICHIGAN2012
353,2012,WEXFORD,MICHIGAN,49601,44.24,-85.41,5a,3385.0,2027000,5.1,26,NORTHWEST,20,WEXFORDMICHIGAN2012
354,2012,BARRY,MICHIGAN,48897,42.72,-85.13,6a,33761.0,23521000,5.1,26,SOUTH CENTRAL,80,BARRYMICHIGAN2012
355,2012,BRANCH,MICHIGAN,49028,41.87,-85.19,5b,86564.0,68303000,5.1,26,SOUTH CENTRAL,80,BRANCHMICHIGAN2012
356,2012,CALHOUN,MICHIGAN,49011,42.08,-85.23,6a,69095.0,41323000,5.1,26,SOUTH CENTRAL,80,CALHOUNMICHIGAN2012
357,2012,CLINTON,MICHIGAN,48808,42.81,-84.44,5b,63166.0,54918000,5.1,26,SOUTH CENTRAL,80,CLINTONMICHIGAN2012
358,2012,EATON,MICHIGAN,48813,42.56,-84.83,5b,61995.0,46783000,5.1,26,SOUTH CENTRAL,80,EATONMICHIGAN2012
359,2012,HILLSDALE,MICHIGAN,49227,41.95,-84.76,5b,68583.0,48953000,5.1,26,SOUTH CENTRAL,80,HILLSDALEMICHIGAN2012
360,2012,INGHAM,MICHIGAN,48805,42.7,-84.41,5b,64296.0,47979000,5.1,26,SOUTH CENTRAL,80,INGHAMMICHIGAN2012
361,2012,IONIA,MICHIGAN,48809,43.09,-85.23,5b,76667.0,70241000,5.1,26,SOUTH CENTRAL,80,IONIAMICHIGAN2012
362,2012,JACKSON,MICHIGAN,49201,42.19,-84.3,6a,51421.0,25719000,5.1,26,SOUTH CENTRAL,80,JACKSONMICHIGAN2012
363,2012,SHIAWASSEE,MICHIGAN,48414,42.87,-84.06,6a,57460.0,49687000,5.1,26,SOUTH CENTRAL,80,SHIAWASSEEMICHIGAN2012
364,2012,ST JOSEPH,MICHIGAN,49030,41.84,-85.32,6a,98336.0,119535000,5.1,26,SOUTH CENTRAL,80,SAINTJOSEPHMICHIGAN2012
365,2012,GENESEE,MICHIGAN,48411,42.93,-83.53,6a,30230.0,25892000,5.1,26,SOUTHEAST,90,GENESEEMICHIGAN2012
366,2012,LAPEER,MICHIGAN,48003,42.92,-83.04,6a,37823.0,35411000,5.1,26,SOUTHEAST,90,LAPEERMICHIGAN2012
